pid,category,region,latitude,longitude,visit_time_and_count
1183,Movie Theater,47,40.91532869189857,-74.07670140266418,"{23: 6, 15: 6, 22: 6, 4: 6, 14: 6, 1: 5, 20: 5, 19: 5, 2: 4, 3: 3, 21: 3, 17: 2, 0: 2}"
1184,Building,7,40.85037085897802,-74.09999110638731,"{23: 9, 0: 9, 2: 8, 22: 6, 11: 3, 19: 2, 18: 2, 6: 2, 1: 2, 4: 2}"
1185,Road,69,40.73760274513559,-74.21820482943748,"{0: 6, 7: 2}"
1186,Building,17,40.653046,-73.973021,"{0: 5, 17: 3, 4: 2, 12: 2, 11: 2, 23: 2, 18: 2, 19: 2, 1: 2, 21: 2}"
1187,Residential Building (Apartment / Condo),17,40.67641886124958,-73.95891710110432,"{22: 7, 1: 5, 3: 5, 23: 4, 0: 4, 2: 3, 21: 2}"
1188,Falafel Restaurant,0,40.730178,-74.0003224,"{23: 2, 7: 2, 3: 2, 8: 2, 4: 2}"
1189,Bar,38,40.718862,-73.945087,"{3: 5, 1: 4, 23: 2, 4: 2}"
1190,Pizza Place,28,40.83261031647883,-73.86104498129052,"{20: 3, 23: 2, 22: 2}"
1191,Diner,3,40.73653170754329,-73.9908281005557,"{22: 6, 17: 6, 19: 3, 23: 3, 15: 3, 16: 3, 18: 2, 12: 2, 21: 2, 4: 2, 13: 2, 2: 2}"
1192,Italian Restaurant,0,40.72443788290763,-74.00274171175509,"{23: 3, 22: 3, 3: 2, 1: 2}"
1193,Home (private),38,40.70477380546345,-73.94186034276925,"{11: 10, 13: 8, 2: 8, 3: 7, 12: 6, 10: 6, 0: 4, 14: 4, 23: 3, 19: 3, 18: 3, 8: 3, 16: 2, 17: 2, 1: 2}"
1194,Medical Center,2,40.711574723840826,-73.8571571019757,"{23: 6, 0: 3, 14: 2}"
1195,Bar,4,40.763512849967526,-73.9869198616602,"{3: 6, 23: 5, 4: 5, 2: 4, 5: 3, 1: 2, 0: 2}"
1196,Eastern European Restaurant,3,40.72915518010633,-73.98702890317843,"{1: 4, 4: 4, 0: 4, 2: 3, 23: 3, 17: 2, 6: 2}"
1197,Theater,4,40.76060088532793,-73.98582370401029,"{23: 4, 0: 4, 17: 2, 1: 2}"
1198,Gastropub,0,40.73183947931137,-74.00335573618469,"{22: 8, 23: 3, 1: 3, 20: 3, 4: 2, 21: 2, 2: 2}"
1199,Hotel,26,40.667260667168485,-73.7982988357544,"{0: 32, 1: 14, 3: 12, 2: 5, 6: 4, 11: 4, 4: 3, 8: 3, 23: 2, 14: 2, 13: 2, 10: 2, 12: 2, 9: 2, 5: 2}"
1200,Road,0,40.72584842252312,-74.00399271271695,"{17: 35, 23: 31, 18: 26, 0: 17, 16: 3, 19: 3, 1: 3}"
1201,Thai Restaurant,3,40.73136898702117,-73.99431158852991,"{19: 3, 17: 2}"
1202,Food & Drink Shop,3,40.73485228613973,-73.99108529090881,"{22: 16, 23: 15, 19: 7, 0: 7, 20: 6, 21: 6, 17: 6, 1: 5, 2: 4, 18: 4, 13: 3, 3: 3, 16: 2, 15: 2, 14: 2, 4: 2}"
1203,Coffee Shop,3,40.743644,-73.992241,"{23: 4, 15: 4, 20: 4, 17: 3, 13: 3, 14: 2}"
1204,Middle Eastern Restaurant,0,40.73600396017387,-74.0017489391183,"{23: 4, 16: 2}"
1205,Movie Theater,23,40.828585959081536,-74.14026975631714,"{19: 6, 23: 5, 1: 5, 3: 5, 0: 5, 21: 4, 2: 3, 15: 3, 22: 2, 17: 2}"
1206,Home (private),21,40.77085418780709,-74.05938718735511,"{0: 3, 5: 3, 3: 3, 6: 2, 4: 2}"
1207,Neighborhood,36,40.69433808355395,-73.91874074935913,"{0: 3, 21: 3, 14: 3, 20: 3, 19: 2, 18: 2}"
1208,Home (private),74,40.57128331513807,-74.11812337576457,"{21: 11, 22: 11, 20: 8, 0: 5, 23: 4, 17: 4, 1: 3, 15: 2, 2: 2, 19: 2}"
1209,Food & Drink Shop,4,40.79409,-73.96717,"{22: 3, 0: 2, 12: 2, 14: 2}"
1210,Home (private),42,40.927146635512806,-74.11812337576457,"{0: 10, 23: 5, 6: 5, 1: 3, 7: 2}"
1211,Theater,4,40.75909046091092,-73.98592472076416,"{23: 3, 0: 2, 22: 2}"
1212,Gym / Fitness Center,3,40.73899453018852,-73.98728142014077,"{23: 13, 13: 5, 14: 5, 22: 5}"
1213,Bar,4,40.75656797846801,-73.99236038395,"{2: 5, 21: 3, 22: 3, 1: 2, 0: 2, 20: 2, 4: 2, 5: 2}"
1214,American Restaurant,0,40.74131915864618,-74.00611595251165,"{0: 2, 1: 2}"
1215,Subway,3,40.73822396962131,-73.99621367454529,"{23: 13, 22: 9, 0: 8, 2: 6, 1: 4, 21: 4, 12: 4, 13: 3, 16: 2, 19: 2, 15: 2, 3: 2, 4: 2, 18: 2, 8: 2}"
1216,Bar,34,40.61429110761208,-73.99510928115475,"{1: 8, 0: 4, 8: 3, 2: 2, 5: 2}"
1217,Other Great Outdoors,4,40.769463757397,-73.97914332007753,"{13: 3, 15: 2}"
1218,Bus Station,6,40.82742367232467,-73.9462315854279,"{5: 4, 0: 2, 1: 2, 23: 2}"
1219,Mall,4,40.76792357432163,-73.98194432258606,"{22: 10, 0: 7, 19: 7, 21: 5, 18: 5, 16: 4, 1: 4, 20: 3, 14: 2, 17: 2, 23: 2}"
1220,Subway,10,40.81112146076908,-73.95236626267427,"{1: 3, 21: 2}"
1221,Coffee Shop,34,40.64172917935286,-73.96334822511452,"{13: 7, 14: 5, 16: 2, 15: 2, 18: 2}"
1222,Pizza Place,3,40.72156712536507,-73.99559140205383,"{1: 3, 0: 2, 18: 2}"
1223,Food & Drink Shop,55,40.80547929368668,-74.19283338241432,"{12: 3, 0: 2, 16: 2, 13: 2, 1: 2}"
1224,Bar,3,40.74311402567613,-73.98917528677009,"{4: 4, 23: 3, 0: 2, 1: 2, 20: 2}"
1225,Bus Station,75,40.57728499874663,-74.00001013995829,"{8: 4, 9: 4, 12: 3, 2: 2, 14: 2}"
1226,Subway,44,40.6782621941429,-73.89171481132507,"{8: 55, 19: 4, 14: 3, 13: 3, 11: 3, 10: 2, 12: 2, 21: 2}"
1227,Parking,0,40.707470711677146,-74.0144996501386,"{8: 37, 9: 4}"
1228,Fast Food Restaurant,29,40.57696138238364,-73.98161692574057,"{19: 8, 22: 6, 21: 6, 15: 6, 14: 5, 13: 4, 4: 3, 12: 3, 10: 3, 18: 3, 2: 3, 0: 2, 16: 2, 20: 2, 17: 2}"
1229,Office,0,40.70834537747498,-74.0117854611128,"{9: 28, 10: 9, 8: 2, 11: 2}"
1230,Bar,14,40.91142073810325,-73.98678302764893,"{10: 29, 9: 13, 11: 9, 12: 8, 14: 4, 22: 3, 13: 2}"
1231,Bus Station,4,40.757732279783845,-73.99475921501585,"{9: 9, 8: 2, 12: 2}"
1232,Bakery,4,40.76183722175493,-73.96639823913574,"{17: 5, 15: 4, 16: 3, 14: 2, 10: 2, 20: 2, 12: 2}"
1233,General Entertainment,0,40.72884745383909,-74.00745874605595,"{10: 10, 11: 2, 12: 2}"
1234,Office,0,40.728845593897866,-74.00747596129659,"{10: 9, 11: 2}"
1235,Office,0,40.72880249381272,-74.00722920936592,"{10: 9, 11: 4}"
1236,Train Station,44,40.65059217489343,-73.89949321746826,"{10: 18, 14: 7, 0: 5, 12: 5, 21: 2, 13: 2}"
1237,Ferry,0,40.73502528943212,-74.02672162996859,"{12: 6, 11: 4, 10: 4, 21: 3, 18: 3, 19: 2}"
1238,Coffee Shop,27,40.81436516937082,-74.22000465933647,"{10: 15, 13: 4, 11: 4, 18: 2, 23: 2}"
1239,Subway,28,40.8297671433432,-73.89216005802155,{7: 5}
1240,Gym / Fitness Center,35,40.77909533410843,-73.94470453262329,"{11: 6, 13: 5, 10: 3, 16: 3, 17: 2, 21: 2, 22: 2}"
1241,Road,37,40.70897873714814,-73.8414716720581,"{8: 8, 10: 5, 5: 4, 4: 3, 16: 3, 9: 2, 22: 2, 18: 2}"
1242,Donut Shop,19,40.91802034314512,-73.76782894134521,"{11: 24, 10: 16, 14: 3, 20: 2, 12: 2}"
1243,Ferry,3,40.74260751232707,-73.96644115447998,"{11: 10, 12: 3, 21: 2, 15: 2}"
1244,General College & University,36,40.66983925667895,-73.94427989374886,"{11: 7, 12: 5, 14: 3, 4: 3}"
1245,Food & Drink Shop,36,40.67003926666667,-73.944317,"{11: 6, 16: 3, 12: 3, 14: 2, 4: 2}"
1246,Road,36,40.66968283452149,-73.94415360713862,"{11: 4, 10: 2, 16: 2, 12: 2, 2: 2, 14: 2}"
1247,Train Station,27,40.808157479622295,-74.20869827270508,"{11: 17, 13: 13, 12: 12, 10: 4}"
1248,Light Rail,62,40.65449922645149,-74.12866115570068,{14: 3}
1249,Subway,4,40.76487640472523,-73.97264242172241,"{11: 14, 13: 10, 12: 8, 0: 5, 21: 3, 22: 2, 14: 2, 2: 2, 23: 2, 9: 2}"
1250,Coffee Shop,17,40.68670555359189,-73.99048950444671,"{11: 37, 12: 5}"
1251,Other Great Outdoors,43,40.63355855667462,-73.92037007537644,"{10: 10, 11: 8, 9: 8, 19: 5, 1: 3, 23: 2, 20: 2, 15: 2, 17: 2}"
1252,Train Station,17,40.68456336807219,-73.97761667053776,"{20: 9, 16: 8, 19: 6, 22: 5, 21: 5, 1: 5, 18: 4, 15: 4, 0: 4, 23: 3, 3: 3, 17: 3, 2: 2}"
1253,Bus Station,43,40.63231909707915,-73.91826885573577,"{0: 8, 23: 3, 1: 2, 16: 2}"
1254,Food & Drink Shop,57,40.79691751000055,-74.17977333068848,"{10: 2, 20: 2, 22: 2, 18: 2}"
1255,Other Great Outdoors,8,40.76884222653736,-74.02432319991237,"{18: 5, 21: 4, 22: 4, 20: 3, 15: 3, 3: 3, 19: 3, 14: 3, 17: 2, 1: 2, 13: 2, 12: 2, 0: 2}"
1256,Coffee Shop,4,40.774642605894,-73.95421035537034,"{12: 4, 20: 3, 17: 3, 13: 2}"
1257,Playground,13,40.951770179049326,-74.05961036682129,"{16: 7, 11: 2}"
1258,Home (private),43,40.63217491395537,-73.91834636014222,"{10: 9, 11: 8, 9: 8, 19: 4, 1: 4, 23: 2, 16: 2, 15: 2, 17: 2}"
1259,Home (private),43,40.63217491395537,-73.91834636014222,"{10: 9, 11: 8, 9: 7, 19: 4, 1: 3, 17: 3, 15: 2, 16: 2, 20: 2}"
1260,Food & Drink Shop,35,40.75664218293871,-73.91412950145927,"{17: 4, 15: 3, 20: 3, 19: 3, 18: 3}"
1261,Professional & Other Places,9,40.65624023152919,-74.00596101418844,"{12: 7, 17: 2}"
1262,High School,55,40.80295263118063,-74.16236126270034,"{11: 15, 13: 10, 12: 6, 14: 6, 23: 2}"
1263,Residential Building (Apartment / Condo),26,40.662271,-73.766433,"{11: 13, 12: 3}"
1264,Train Station,63,40.86256571421139,-73.90098747322116,"{12: 3, 15: 2, 11: 2, 20: 2}"
1265,College Academic Building,17,40.69866966946415,-73.98709777147383,"{11: 3, 18: 3, 19: 2, 14: 2}"
1266,Office,4,40.75134162086649,-73.99047802660205,"{11: 7, 21: 2}"
1267,Home (private),6,40.81827071326029,-73.90658830179062,{12: 31}
1268,Office,3,40.74113695073794,-73.99574054634681,"{12: 7, 14: 2, 11: 2}"
1269,Office,4,40.76066701799484,-73.98106455802917,"{20: 4, 17: 3, 12: 2, 22: 2, 14: 2, 18: 2, 13: 2}"
1270,Coffee Shop,0,40.71333777662413,-74.015793800354,"{18: 8, 12: 3, 17: 3, 19: 3}"
1271,Coffee Shop,31,40.767249146157575,-73.86524677276611,"{12: 31, 11: 7, 3: 3}"
1272,Train Station,61,40.76806170936613,-73.74941825866699,"{12: 42, 10: 2, 11: 2}"
1273,Deli / Bodega,3,40.7386668,-73.995777,{12: 11}
1274,Breakfast Spot,23,40.83654656118707,-74.11412886369745,"{12: 4, 13: 4, 10: 2}"
1275,Residential Building (Apartment / Condo),38,40.70507145961368,-73.94710984026015,"{1: 3, 0: 2}"
1276,Event Space,3,40.742862660166125,-73.99238907827885,"{13: 34, 12: 10, 14: 6, 16: 3, 22: 3, 17: 2, 18: 2, 23: 2}"
1277,College Academic Building,17,40.69420717783917,-73.98686247136257,"{13: 18, 12: 6, 14: 4, 20: 2, 18: 2, 16: 2, 15: 2}"
1278,College Academic Building,4,40.77197905799648,-73.98753393677096,"{22: 11, 19: 8, 21: 8, 20: 7, 13: 7, 17: 6, 11: 6, 16: 6, 18: 4, 12: 3, 14: 2, 23: 2}"
1279,Office,0,40.70685754464424,-74.00608726023904,"{13: 11, 12: 4}"
1280,Sandwich Place,0,40.706520408611205,-74.00476167255299,"{13: 9, 12: 8, 18: 3}"
1281,Office,38,40.715454326696864,-73.92808009379718,"{13: 2, 14: 2, 20: 2, 17: 2}"
1282,Bagel Shop,3,40.743527,-73.973873,"{13: 12, 12: 5, 14: 3}"
1283,Other Great Outdoors,62,40.67334753512089,-74.11102294921875,"{2: 10, 1: 4, 21: 4, 0: 3, 20: 2, 3: 2}"
1284,Office,4,40.7604494,-73.9747355,"{13: 11, 15: 5, 14: 5, 16: 4, 18: 3, 17: 2, 19: 2}"
1285,Subway,3,40.70715045863768,-73.99030637767282,"{13: 15, 1: 5, 12: 4, 23: 2, 0: 2, 10: 2, 21: 2, 22: 2, 16: 2, 17: 2}"
1286,Bank,57,40.77241920296236,-74.18476721485364,"{13: 12, 18: 2}"
1287,Deli / Bodega,0,40.74282782101021,-74.00383203415198,"{23: 8, 13: 2}"
1288,Clothing Store,4,40.76249396722134,-73.97458629269595,"{18: 3, 1: 3, 13: 2, 23: 2, 15: 2}"
1289,Office,4,40.75790395514735,-73.9864182472229,"{13: 32, 14: 15, 17: 4, 15: 4, 19: 2, 22: 2}"
1290,Office,0,40.70589218868404,-74.00570278337092,"{13: 8, 12: 3}"
1291,Office,0,40.705851475592524,-74.00528387485899,"{13: 9, 12: 2}"
1292,Food & Drink Shop,3,40.73004029,-73.992856,"{22: 6, 21: 4, 23: 3, 20: 3, 19: 3, 17: 2, 0: 2, 18: 2}"
1293,Coffee Shop,4,40.75164600588797,-73.992919921875,"{13: 9, 22: 4, 20: 3, 18: 3, 11: 3, 19: 2, 12: 2, 17: 2}"
1294,Office,3,40.74698304826779,-73.98505466820684,"{13: 21, 17: 3}"
1295,Deli / Bodega,41,40.79765284526543,-74.14848518837883,"{16: 6, 13: 2}"
1296,Office,4,40.75458019674302,-73.99409351370946,"{13: 41, 14: 16}"
1297,Office,4,40.76348875114729,-73.99609061069356,"{13: 8, 14: 5}"
1298,Office,4,40.75394790219735,-73.98551379443012,{13: 45}
1299,Office,4,40.75369734701415,-73.9855424897826,"{13: 45, 18: 2}"
1300,Home (private),52,40.75113484984862,-74.20032308006297,"{4: 4, 3: 4, 0: 3, 13: 2}"
1301,Office,4,40.75812305589185,-73.98208179935335,"{13: 4, 11: 2, 16: 2}"
1302,Gas Station / Garage,44,40.67287551105413,-73.8706983047328,"{10: 20, 11: 16, 12: 12, 17: 9, 14: 9, 16: 8, 13: 7, 9: 6, 1: 6, 20: 6, 15: 5, 0: 5, 18: 5, 3: 5, 21: 5, 19: 5, 22: 4, 23: 3, 2: 3, 6: 2}"
1303,Train Station,2,40.74982540095488,-73.8627576828003,"{13: 36, 14: 7, 15: 4, 12: 3, 0: 3, 3: 2, 22: 2}"
1304,Office,4,40.75809655681089,-73.9820531034839,"{13: 25, 14: 4, 12: 2, 16: 2}"
1305,Bar,22,40.70188518471335,-73.76582451883537,"{13: 13, 14: 4}"
1306,Bakery,0,40.73091,-74.002819,"{13: 7, 19: 6, 22: 4}"
1307,Office,4,40.75911137894531,-73.97954506794183,"{13: 2, 18: 2, 19: 2, 22: 2, 21: 2}"
1308,Office,4,40.75844191525234,-73.98225397448012,"{21: 3, 17: 2, 14: 2}"
1309,Plaza,4,40.7587486226439,-73.97859808949039,"{16: 4, 2: 3, 13: 2, 1: 2, 23: 2, 3: 2}"
1310,Food & Drink Shop,53,40.88227406571999,-74.21217441558838,"{19: 4, 22: 4, 21: 3, 23: 2, 0: 2}"
1311,Office,3,40.74037377756915,-73.98467588824637,"{12: 8, 13: 6, 16: 2, 17: 2}"
1312,Food & Drink Shop,3,40.73037922382355,-73.989322,"{20: 3, 23: 2}"
1313,Bridge,4,40.75673368214285,-73.95445704460144,"{10: 19, 22: 11, 19: 11, 20: 9, 23: 8, 21: 8, 4: 7, 2: 7, 0: 6, 1: 5, 11: 5, 8: 5, 13: 4, 5: 4, 9: 4, 3: 3, 17: 2, 14: 2, 12: 2}"
1314,Park,10,40.80145843059635,-73.9674635690433,"{0: 3, 14: 2, 17: 2, 21: 2, 22: 2, 3: 2, 20: 2}"
1315,Office,0,40.74185966827027,-74.00429248809814,"{14: 10, 16: 8, 15: 5, 13: 3, 17: 3, 19: 2, 18: 2}"
1316,Office,0,40.710432469677535,-74.01041974465554,"{13: 8, 17: 7, 14: 7, 12: 4, 23: 2, 18: 2, 20: 2}"
1317,Coffee Shop,4,40.769076,-73.984595,"{21: 3, 12: 3, 20: 3}"
1318,Office,3,40.74049401829623,-73.98673474788666,"{13: 8, 14: 4, 23: 2}"
1319,Convenience Store,3,40.73124093737987,-73.98864730158843,"{23: 5, 0: 2}"
1320,Donut Shop,4,40.76722200820684,-73.9825753676373,"{15: 4, 13: 2, 14: 2}"
1321,Office,4,40.75416009822106,-73.97382869077786,"{14: 10, 13: 9, 19: 6, 15: 6, 16: 2}"
1322,Coffee Shop,3,40.735087,-73.990188,"{18: 5, 19: 3, 16: 2}"
1323,Theater,0,40.742788354778206,-74.00067582070984,"{23: 10, 0: 8}"
1324,Synagogue,34,40.63489672592632,-73.98903181267967,"{14: 5, 12: 3, 13: 2}"
1325,Stadium,17,40.68312,-73.975979,"{0: 21, 23: 11, 1: 9, 21: 8, 22: 8, 19: 7, 20: 6, 2: 6, 10: 5, 13: 4, 16: 3, 3: 3, 12: 2, 11: 2, 4: 2}"
1326,Office,3,40.741436970084,-73.98566722869873,"{13: 15, 17: 6, 12: 4, 14: 3, 15: 3, 16: 3, 19: 2}"
1327,Coffee Shop,3,40.74433543734781,-73.99541343646136,"{13: 32, 12: 9, 18: 5, 14: 3, 11: 3}"
1328,Deli / Bodega,17,40.67744016913447,-73.97271524012237,{14: 13}
1329,Bar,3,40.73698799811338,-73.98458,"{14: 10, 18: 3, 1: 2}"
1330,American Restaurant,3,40.74838487956845,-73.98577205244833,"{14: 8, 13: 4, 15: 2}"
1331,Sandwich Place,56,40.89652821480768,-73.97421323151809,"{15: 22, 14: 19, 19: 6, 23: 4, 16: 4, 20: 3, 17: 2, 21: 2, 2: 2}"
1332,Bagel Shop,3,40.73644,-73.99734223,"{14: 4, 15: 2}"
1333,Office,3,40.726120029168,-73.99579219522506,"{14: 13, 15: 4, 18: 3, 13: 2}"
1334,Office,61,40.75795271607545,-73.7003231048584,"{14: 19, 15: 14, 16: 2}"
1335,American Restaurant,8,40.78139497312454,-74.02042899936573,"{4: 5, 1: 2}"
1336,Laundry Service,4,40.79419656648693,-73.97272825241089,"{14: 6, 13: 6, 23: 3, 15: 2}"
1337,Office,4,40.75394056006232,-73.97507988021978,"{14: 10, 13: 10, 15: 4, 16: 3, 18: 3}"
1338,Park,20,40.788886032710174,-73.84657272234311,"{14: 14, 13: 13, 15: 6}"
1339,Office,3,40.74790307210697,-73.98575483525792,"{16: 15, 17: 14, 14: 9, 15: 5, 13: 5, 19: 3, 23: 3}"
1340,Deli / Bodega,0,40.709456,-74.0063757,"{18: 6, 17: 5, 16: 4, 19: 4, 13: 2}"
1341,Deli / Bodega,0,40.71021491165874,-74.00571405887604,"{12: 7, 13: 5, 14: 3, 15: 3}"
1342,Cafe,4,40.76275135232567,-73.96765871566664,"{14: 6, 15: 3, 17: 3}"
1343,Community College,0,40.717891692153806,-74.0119743347168,"{14: 2, 0: 2, 22: 2, 18: 2}"
1344,Clothing Store,4,40.761268375278135,-73.96862983703613,"{14: 7, 15: 5, 11: 5, 17: 4, 12: 4, 2: 4, 22: 3, 18: 3, 19: 3, 10: 2, 23: 2, 21: 2}"
1345,Fast Food Restaurant,35,40.76073931107491,-73.926380815956,"{13: 3, 10: 2}"
1346,Gym / Fitness Center,3,40.728279,-73.992795,"{23: 9, 17: 5, 14: 4, 15: 4, 22: 4, 11: 4, 1: 4, 20: 3, 0: 3, 18: 2, 21: 2, 2: 2, 13: 2, 16: 2}"
1347,Office,4,40.78377799262821,-73.95766006682757,"{13: 5, 14: 4}"
1348,Drugstore / Pharmacy,20,40.78526853551638,-73.84581462232683,"{14: 14, 15: 4, 16: 2}"
1349,Bar,3,40.741128,-73.989902,"{15: 5, 14: 4, 16: 4, 20: 4, 21: 4, 17: 2, 12: 2}"
1350,Coffee Shop,4,40.76044707055429,-73.98752245874954,{13: 4}
1351,Bank,20,40.784130873393686,-73.84579739274713,"{14: 6, 15: 4, 13: 2}"
1352,Church,17,40.686700359537575,-73.98017064508767,"{13: 4, 14: 3, 21: 2, 20: 2}"
1353,Cupcake Shop,4,40.75245157603343,-73.9752176253493,"{11: 4, 13: 2, 12: 2, 21: 2, 17: 2}"
1354,Sandwich Place,35,40.77405405618532,-73.91775369644165,"{22: 3, 13: 2, 14: 2, 0: 2, 19: 2, 1: 2}"
1355,Cafe,3,40.73825815091825,-73.9892154594962,"{20: 2, 15: 2}"
1356,University,37,40.736018182039565,-73.81846364366427,"{14: 9, 13: 9, 22: 5, 21: 5, 23: 5, 17: 4, 16: 4, 18: 3, 15: 3, 19: 3}"
1357,Post Office,8,40.781356200000005,-74.02031600475311,"{14: 3, 11: 2, 17: 2, 13: 2, 19: 2, 12: 2}"
1358,Residential Building (Apartment / Condo),17,40.68966427723383,-73.95976659908459,"{13: 4, 14: 4, 20: 4, 1: 3, 11: 3, 15: 2, 3: 2, 2: 2, 21: 2, 23: 2, 12: 2, 4: 2}"
1359,Office,4,40.75628266864383,-73.9934220712574,"{14: 20, 18: 12, 15: 10, 13: 7, 16: 5, 19: 5, 0: 4, 21: 4, 20: 3, 17: 3, 23: 2}"
1360,University,4,40.769668523860375,-73.98251831531525,"{22: 8, 14: 4, 21: 2, 23: 2}"
1361,Coffee Shop,3,40.74370844320254,-73.9870805544023,"{14: 3, 16: 3, 20: 2, 13: 2, 18: 2}"
1362,Bar,3,40.74985920636586,-73.98996152288103,"{23: 5, 22: 5, 18: 4, 15: 2, 2: 2, 16: 2, 20: 2}"
1363,Drugstore / Pharmacy,34,40.60589932242496,-73.98453814989372,"{14: 6, 13: 5, 0: 4, 22: 4, 16: 4, 18: 3, 19: 3, 21: 3, 15: 3, 23: 3, 1: 2, 2: 2}"
1364,Movie Theater,10,40.809391811146064,-73.95174264907835,"{15: 2, 14: 2, 22: 2, 1: 2, 2: 2, 3: 2}"
1365,Park,4,40.78224746176124,-73.97384405136108,"{15: 12, 14: 12, 20: 4, 19: 4}"
1366,River,4,40.76022036174862,-73.95868176654295,{15: 4}
1367,Home (private),36,40.69321217941903,-73.93010370763156,"{16: 37, 17: 23, 15: 22, 14: 9, 18: 5, 19: 4, 13: 4, 21: 4, 11: 3, 20: 2, 22: 2, 12: 2}"
1368,Donut Shop,34,40.64931643139256,-73.9638992386005,"{17: 3, 15: 2, 12: 2}"
1369,Animal Shelter,46,40.75883153363946,-73.78253175150624,"{12: 3, 16: 3, 9: 3, 14: 2, 13: 2, 18: 2}"
1370,Salon / Barbershop,3,40.73991469094372,-73.98923267637623,"{14: 4, 15: 2, 13: 2}"
1371,University,4,40.76815921628347,-73.96420955657959,"{16: 2, 21: 2, 22: 2, 13: 2}"
1372,Burrito Place,4,40.754913216520784,-73.98669719696045,"{17: 11, 16: 9, 23: 2}"
1373,Church,6,40.82215,-73.94077827993584,"{15: 4, 14: 3, 16: 2}"
1374,French Restaurant,3,40.74033689217464,-73.9886817354489,"{16: 4, 17: 3}"
1375,Building,35,40.76339949292576,-73.92409712076187,"{21: 5, 17: 4, 23: 4, 15: 4, 13: 4, 16: 3, 14: 3, 12: 2, 20: 2, 22: 2, 1: 2}"
1376,General Entertainment,6,40.84336374022088,-73.93525593409399,"{12: 11, 2: 10, 13: 9, 1: 7, 3: 6, 7: 6, 4: 4, 0: 4, 11: 4, 23: 3, 21: 2, 6: 2, 19: 2, 17: 2, 9: 2}"
1377,Automotive Shop,55,40.80408605446223,-74.1932289423512,"{16: 3, 19: 3, 17: 2, 18: 2, 20: 2}"
1378,Tea Room,3,40.74095989432878,-73.98918102573148,"{13: 4, 18: 3, 16: 2, 11: 2}"
1379,Gym / Fitness Center,4,40.75406038250217,-73.98025099429833,"{18: 9, 16: 6, 23: 6, 17: 6, 22: 5, 20: 2}"
1380,Gym / Fitness Center,3,40.73801542750209,-73.99047228767945,"{22: 6, 14: 6, 11: 5, 13: 5, 10: 4, 20: 3, 0: 3, 16: 3, 12: 2, 19: 2}"
1381,Department Store,4,40.76232480057456,-73.9678144454956,"{21: 14, 22: 13, 18: 12, 20: 11, 23: 10, 16: 10, 19: 10, 0: 8, 17: 6, 15: 6, 14: 6, 1: 5}"
1382,Taco Place,3,40.733551530741686,-73.98995876312256,"{18: 3, 16: 2}"
1383,American Restaurant,3,40.72641318283085,-73.993821144104,"{16: 3, 17: 3, 1: 2, 13: 2}"
1384,Student Center,13,40.95118044151091,-74.08925946594023,"{15: 3, 22: 2}"
1385,Neighborhood,3,40.727486422997785,-73.98632168769836,"{23: 6, 4: 4, 12: 4, 22: 4, 16: 3, 15: 3, 14: 3, 21: 2, 6: 2, 1: 2, 13: 2, 19: 2, 20: 2}"
1386,Mall,43,40.61001858166589,-73.92026424407959,"{23: 6, 18: 5, 16: 4, 22: 4, 14: 3, 21: 3, 17: 3, 12: 2, 15: 2}"
1387,Coffee Shop,4,40.755404,-73.979639,"{13: 9, 19: 4, 12: 3, 20: 3, 18: 3}"
1388,Asian Restaurant,4,40.7824305880439,-73.9534239732528,"{16: 4, 22: 3}"
1389,Train Station,21,40.76147966168067,-74.07551050186157,"{12: 16, 0: 10, 22: 10, 21: 10, 20: 8, 3: 8, 23: 6, 13: 6, 15: 5, 4: 5, 14: 5, 19: 4, 17: 4, 16: 4, 2: 4, 1: 4, 11: 4, 18: 2}"
1390,Coffee Shop,17,40.69467289675027,-73.99408203608046,"{17: 12, 18: 7, 16: 4, 23: 2, 20: 2}"
1391,Latin American Restaurant,4,40.76040696991703,-73.99489402770996,"{0: 3, 1: 3, 18: 2, 2: 2}"
1392,Performing Arts Venue,3,40.74583423860072,-73.99327860034312,"{23: 9, 0: 7, 21: 5, 1: 4, 22: 4}"
1393,Gym / Fitness Center,20,40.77026714207738,-73.83640130445583,"{0: 7, 23: 2, 21: 2, 3: 2, 19: 2}"
1394,Home (private),36,40.68499608789172,-73.94186034276925,"{3: 12, 0: 7, 2: 6, 1: 5, 20: 4, 22: 4, 5: 3, 17: 3, 19: 3, 7: 2, 23: 2, 21: 2, 6: 2}"
1395,Breakfast Spot,41,40.76839606924846,-74.14227502362286,"{12: 8, 13: 2}"
1396,Home (private),3,40.71145479886284,-73.98887973002674,"{0: 4, 1: 2}"
1397,Coffee Shop,3,40.74064691662654,-73.99104044018358,"{12: 9, 14: 9, 13: 8, 20: 5, 15: 3, 17: 2, 19: 2}"
1398,Donut Shop,27,40.81575799858361,-74.22062873840332,"{12: 4, 13: 4}"
1399,Jewelry Store,3,40.74854695,-73.98837026666666,"{20: 3, 22: 2, 1: 2}"
1400,Gym / Fitness Center,3,40.74016643521196,-73.98603031011922,"{13: 7, 12: 3, 21: 3, 18: 3, 17: 2, 0: 2}"
1401,Office,64,40.60623852349702,-74.17891372039547,"{12: 19, 11: 11, 13: 7}"
1402,General College & University,64,40.605221077270585,-74.17977333068848,"{12: 21, 11: 9, 13: 9}"
